ID	adj.P.Val	P.Value	logFC	Gene.symbol	Gene.title
1442216_at	0.934957	8.84e-01	-0.02577333		
1445945_at	0.934957	8.84e-01	0.02939	AU021880	expressed sequence AU021880
1423019_at	0.934957	8.84e-01	0.03314333	Gjd2	gap junction protein, delta 2
1458512_at	0.93504	8.84e-01	-0.02732333	Tle3	transducin-like enhancer of split 3
1422361_at	0.93504	8.84e-01	0.03075333	Tlm	T lymphoma oncogene
1421785_at	0.935088	8.84e-01	0.08216667	Uevld	UEV and lactate/malate dehyrogenase domains
1436125_at	0.935088	8.84e-01	0.15655333	D16Ertd472e	DNA segment, Chr 16, ERATO Doi 472, expressed
1428216_s_at	0.935088	8.84e-01	0.03274	Tomm7	translocase of outer mitochondrial membrane 7 homolog (yeast)
1433002_at	0.935088	8.84e-01	-0.02275333	9030613N10Rik	RIKEN cDNA 9030613N10 gene
1438115_a_at	0.935105	8.84e-01	-0.03871333	Slc9a3r1	solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 1
1440939_at	0.935105	8.84e-01	0.02655333	Sept6	septin 6
1420895_at	0.935105	8.84e-01	-0.08294	Tgfbr1	transforming growth factor, beta receptor I
1447470_at	0.935105	8.84e-01	0.02988	Hdhd2	haloacid dehalogenase-like hydrolase domain containing 2
1459739_at	0.935227	8.84e-01	0.03913		
1439711_at	0.935229	8.84e-01	0.02693667		
1435258_at	0.935229	8.84e-01	-0.03482667	Tmem141	transmembrane protein 141
1446190_at	0.935229	8.84e-01	0.03281333	Dclk1	doublecortin-like kinase 1
1452964_at	0.935229	8.84e-01	-0.02463333	Ttll11	tubulin tyrosine ligase-like family, member 11
1438097_at	0.935246	8.84e-01	0.05215667	Rab20	RAB20, member RAS oncogene family
1415724_a_at	0.93525	8.84e-01	-0.16960667	Cdc42	cell division cycle 42
1446019_at	0.935263	8.84e-01	-0.0237		
1444663_at	0.935309	8.85e-01	-0.03318	Gm38532	predicted gene, 38532
1420790_x_at	0.935336	8.85e-01	-0.03013667	Klra16	killer cell lectin-like receptor, subfamily A, member 16
1438974_x_at	0.935336	8.85e-01	0.02778667	Pitpnm1	phosphatidylinositol transfer protein, membrane-associated 1
1434076_at	0.935336	8.85e-01	-0.03351667	Wdr37	WD repeat domain 37
1431914_at	0.935349	8.85e-01	-0.02177667	Pde3a	phosphodiesterase 3A, cGMP inhibited
1431331_at	0.935378	8.85e-01	-0.04000333	Mgll	monoglyceride lipase
1438838_at	0.935379	8.85e-01	0.02485333	Ftx	Ftx transcript, Xist regulator (non-protein coding)
1459871_x_at	0.935379	8.85e-01	-0.17276333	March2	membrane-associated ring finger (C3HC4) 2
1447357_at	0.935405	8.85e-01	0.02356		
1435728_at	0.935411	8.85e-01	0.03470333	Tyw3	tRNA-yW synthesizing protein 3 homolog (S. cerevisiae)
1451640_a_at	0.935519	8.85e-01	-0.11667	Rsrc2	arginine/serine-rich coiled-coil 2
1445732_at	0.935535	8.85e-01	-0.03968667		
1455589_at	0.935554	8.85e-01	-0.02206	1700100M05Rik	RIKEN cDNA 1700100M05 gene
1417308_at	0.935554	8.85e-01	-0.12822667	Pkm	pyruvate kinase, muscle
1434066_at	0.935554	8.85e-01	0.02612333	Gtf3c1	general transcription factor III C 1
1428417_at	0.935554	8.85e-01	0.03730333	Zc2hc1a	zinc finger, C2HC-type containing 1A
1445193_x_at	0.935554	8.85e-01	0.02239	D8Ertd575e	DNA segment, Chr 8, ERATO Doi 575, expressed
1460251_at	0.935554	8.85e-01	0.02761667	Fas	Fas (TNF receptor superfamily member 6)
1456831_at	0.935613	8.85e-01	0.02223		
1444408_at	0.935613	8.85e-01	-0.04881667	B130040O20Rik	RIKEN cDNA B130040O20 gene
1454364_at	0.935613	8.85e-01	-0.03745667	9530025L08Rik	RIKEN cDNA 9530025L08 gene
1438579_at	0.935613	8.85e-01	-0.05083333	Utp14b	UTP14B small subunit processome component
1418755_at	0.935613	8.85e-01	0.03652	Tbx15	T-box 15
1426089_a_at	0.935639	8.85e-01	-0.0675	BC003331	cDNA sequence BC003331
1442484_at	0.935639	8.85e-01	0.08911333	D9Ertd306e	DNA segment, Chr 9, ERATO Doi 306, expressed
1445778_at	0.935639	8.85e-01	0.02394333		
1445953_at	0.935656	8.85e-01	0.03536333	D17Ertd191e	DNA segment, Chr 17, ERATO Doi 191, expressed
1430313_at	0.935656	8.85e-01	0.03743333	Adamtsl1	ADAMTS-like 1
1439839_at	0.935656	8.85e-01	-0.02602667	LOC102642406///D130051D11Rik	uncharacterized LOC102642406///RIKEN cDNA D130051D11 gene
1453901_at	0.935656	8.85e-01	-0.03091667	Aldoart1	aldolase 1 A, retrogene 1
1430952_at	0.935656	8.85e-01	-0.02691667	3110039C02Rik	RIKEN cDNA 3110039C02 gene
1444005_at	0.935656	8.86e-01	0.05127667	Mvb12b	multivesicular body subunit 12B
1437714_x_at	0.935676	8.86e-01	0.10240667	Usp14	ubiquitin specific peptidase 14
1429616_at	0.935808	8.86e-01	-0.11182	Zfp91	zinc finger protein 91
1429473_at	0.935849	8.86e-01	0.03358	Zfp869	zinc finger protein 869
1437139_at	0.935849	8.86e-01	0.04391667	Glra1	glycine receptor, alpha 1 subunit
1432155_at	0.935853	8.86e-01	0.02642	Wasl	Wiskott-Aldrich syndrome-like (human)
1416133_at	0.935884	8.86e-01	-0.15901667	Efr3a	EFR3 homolog A
1422745_at	0.935886	8.86e-01	0.02805333	Bicd2	bicaudal D homolog 2 (Drosophila)
AFFX-r2-Ec-bioB-5_at	0.935886	8.86e-01	0.04316667		
1451973_at	0.935937	8.86e-01	-0.08143667	Uba5	ubiquitin-like modifier activating enzyme 5
1421008_at	0.935956	8.86e-01	0.02251333	Rsad2	radical S-adenosyl methionine domain containing 2
1423028_at	0.93601	8.86e-01	-0.04044333	Ifna2	interferon alpha 2
1459038_at	0.936144	8.86e-01	0.03287		
1422542_at	0.936249	8.86e-01	-0.02067333	Gpr34	G protein-coupled receptor 34
1447463_at	0.936331	8.86e-01	-0.03749333		
1452079_s_at	0.936334	8.86e-01	-0.12251	Dcun1d1	DCN1, defective in cullin neddylation 1, domain containing 1 (S. cerevisiae)
1432693_at	0.936355	8.87e-01	0.02308	4930517G19Rik	RIKEN cDNA 4930517G19 gene
1458969_at	0.936371	8.87e-01	-0.02858	AU019559	expressed sequence AU019559
1425854_x_at	0.936378	8.87e-01	0.05515	LOC665506	T-cell receptor beta-2 chain C region-like
1456309_x_at	0.936379	8.87e-01	0.04561667	Lasp1	LIM and SH3 protein 1
1430180_at	0.93642	8.87e-01	-0.02503667	Map2k5	mitogen-activated protein kinase kinase 5
1445516_at	0.936517	8.87e-01	-0.05827333		
1436442_at	0.936532	8.87e-01	-0.03305333	Ptpn14	protein tyrosine phosphatase, non-receptor type 14
1425451_s_at	0.936562	8.87e-01	0.02252	Chil4///Chil3	chitinase-like 4///chitinase-like 3
1440264_at	0.936566	8.87e-01	0.0415		
1440767_at	0.936592	8.87e-01	0.03234	Defb41	defensin beta 41
1421701_at	0.93662	8.87e-01	0.02388667	Vmn2r10	vomeronasal 2, receptor 10
1438306_at	0.93662	8.87e-01	-0.02382333	Rnf180	ring finger protein 180
1459243_at	0.936622	8.87e-01	-0.03515333		
1431254_at	0.936647	8.87e-01	0.02410333	Kbtbd11	kelch repeat and BTB (POZ) domain containing 11
1446518_at	0.936674	8.87e-01	-0.03506667		
1448684_at	0.936679	8.87e-01	0.13690667	Ppp1r2	protein phosphatase 1, regulatory (inhibitor) subunit 2
1423440_at	0.936679	8.87e-01	-0.02504333	Ska2	spindle and kinetochore associated complex subunit 2
1425142_a_at	0.936679	8.87e-01	0.10487333	Hnrnpd	heterogeneous nuclear ribonucleoprotein D
1439624_at	0.936679	8.87e-01	0.02104333	Ugt2b35	UDP glucuronosyltransferase 2 family, polypeptide B35
1457011_at	0.936679	8.87e-01	-0.03337		
1432677_at	0.936698	8.87e-01	-0.02675333	Gbf1	golgi-specific brefeldin A-resistance factor 1
1435126_at	0.936742	8.87e-01	-0.02987667	Dusp15	dual specificity phosphatase-like 15
1460587_at	0.936742	8.87e-01	0.03096	Sox2ot	SOX2 overlapping transcript (non-protein coding)
1444834_at	0.936742	8.87e-01	-0.03616667		
1421962_at	0.936759	8.87e-01	-0.04706	Dnajb5	DnaJ heat shock protein family (Hsp40) member B5
1452180_at	0.936759	8.87e-01	0.05884	Jade1	jade family PHD finger 1
1454464_at	0.936759	8.87e-01	0.03361667	2700078F05Rik	RIKEN cDNA 2700078F05 gene
1453230_at	0.936759	8.87e-01	0.06746	Zfp74	zinc finger protein 74
1416393_at	0.936759	8.88e-01	-0.11751	Emg1	EMG1 N1-specific pseudouridine methyltransferase
1453718_at	0.936759	8.88e-01	-0.03088667	Bcl2l12	BCL2-like 12 (proline rich)
1417136_s_at	0.936759	8.88e-01	-0.05607333	Srpk2	serine/arginine-rich protein specific kinase 2
1443182_at	0.936759	8.88e-01	-0.02240667		
1433969_at	0.936759	8.88e-01	0.02361333	Cdkl4	cyclin-dependent kinase-like 4
1444303_at	0.936759	8.88e-01	0.02758	LOC102639888	uncharacterized LOC102639888
1453291_at	0.936759	8.88e-01	-0.03026667	Hmgxb4	HMG box domain containing 4
1453272_at	0.936759	8.88e-01	0.02721667	4930579F01Rik	RIKEN cDNA 4930579F01 gene
1427579_at	0.936808	8.88e-01	-0.02565667	Rhbdl3	rhomboid, veinlet-like 3 (Drosophila)
1449651_x_at	0.936818	8.88e-01	-0.04972	Gm29722	predicted gene, 29722
1422532_at	0.936891	8.88e-01	-0.05313667	Xpc	xeroderma pigmentosum, complementation group C
1441018_at	0.936972	8.88e-01	-0.05527	Usp24	ubiquitin specific peptidase 24
1419290_at	0.936972	8.88e-01	0.0974	Mettl6	methyltransferase like 6
1425917_at	0.93703	8.88e-01	0.02261333	Ifi44l	interferon-induced protein 44 like
1436851_at	0.937049	8.88e-01	-0.02892667	Pkn1///Ptger1	protein kinase N1///prostaglandin E receptor 1 (subtype EP1)
1460063_at	0.937049	8.88e-01	0.02762667	D5Ertd798e	DNA segment, Chr 5, ERATO Doi 798, expressed
1447005_at	0.937149	8.88e-01	0.15365		
1424262_at	0.937171	8.88e-01	0.02289	Aif1l	allograft inflammatory factor 1-like
1446587_at	0.937171	8.88e-01	-0.03790667		
1460068_at	0.937178	8.88e-01	-0.02986	Smek1	SMEK homolog 1, suppressor of mek1 (Dictyostelium)
1452979_at	0.937285	8.88e-01	-0.06086667	Atat1	alpha tubulin acetyltransferase 1
1444952_a_at	0.937456	8.89e-01	-0.13334667	Nucks1	nuclear casein kinase and cyclin-dependent kinase substrate 1
1437395_at	0.937456	8.89e-01	0.03898667	Zcchc11	zinc finger, CCHC domain containing 11
1443488_at	0.937461	8.89e-01	-0.0228		
1443198_at	0.937461	8.89e-01	-0.02671667	Gm19461	predicted gene, 19461
1429335_at	0.937473	8.89e-01	-0.12478333	Snapc1	small nuclear RNA activating complex, polypeptide 1
1421410_a_at	0.937504	8.89e-01	0.02642	Pstpip2	proline-serine-threonine phosphatase-interacting protein 2
1457024_x_at	0.937504	8.89e-01	0.02373	Slc35a2	solute carrier family 35 (UDP-galactose transporter), member A2
1429684_at	0.937521	8.89e-01	0.02954667	Ttpal	tocopherol (alpha) transfer protein-like
1436972_at	0.937575	8.89e-01	-0.02237667	Gpr61	G protein-coupled receptor 61
1450054_at	0.937621	8.89e-01	-0.09903333	Add1	adducin 1 (alpha)
1442244_at	0.937621	8.89e-01	0.02565	Inadl	InaD-like (Drosophila)
1457579_at	0.937728	8.89e-01	-0.02424333	D11Ertd717e	DNA segment, Chr 11, ERATO Doi 717, expressed
1428482_at	0.937728	8.89e-01	0.02309	Akap10	A kinase (PRKA) anchor protein 10
1456168_at	0.937728	8.89e-01	0.02785667	Ccnjl	cyclin J-like
1439671_at	0.937728	8.89e-01	0.02270333	4930466K18Rik	RIKEN cDNA 4930466K18 gene
1450079_at	0.937728	8.89e-01	0.0219	Nrk	Nik related kinase
1446015_at	0.93778	8.89e-01	-0.02753333		
1445743_at	0.93778	8.89e-01	0.02245333	E330024J20Rik	RIKEN cDNA E330024J20 gene
1428719_at	0.937789	8.89e-01	-0.03798	2010309G21Rik	RIKEN cDNA 2010309G21 gene
1431636_at	0.937789	8.89e-01	-0.02586667	4930558K02Rik	RIKEN cDNA 4930558K02 gene
1435213_at	0.937795	8.89e-01	0.02453333	Nhlrc1	NHL repeat containing 1
1440270_at	0.937795	8.89e-01	0.03515667	Fgf12	fibroblast growth factor 12
1434777_at	0.937796	8.89e-01	0.03595667	Mycl	v-myc avian myelocytomatosis viral oncogene lung carcinoma derived
1459043_at	0.937796	8.89e-01	-0.03032667		
1445167_at	0.937818	8.89e-01	0.03217333	9630001P10Rik	RIKEN cDNA 9630001P10 gene
1419491_at	0.938126	8.90e-01	0.04574667	Defb1	defensin beta 1
1425777_at	0.93816	8.90e-01	0.02169	Cacnb1	calcium channel, voltage-dependent, beta 1 subunit
1425783_at	0.93816	8.90e-01	0.04621	Tc2n	tandem C2 domains, nuclear
1446373_at	0.93816	8.90e-01	-0.09195667		
1438188_x_at	0.93816	8.90e-01	0.03592	Slc25a29	solute carrier family 25 (mitochondrial carrier, palmitoylcarnitine transporter), member 29
1429459_at	0.93816	8.90e-01	-0.02256	Sema3d	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D
1439804_at	0.938297	8.90e-01	0.03050667	2310015A10Rik	RIKEN cDNA 2310015A10 gene
1420479_a_at	0.938313	8.90e-01	0.18382	Nap1l1	nucleosome assembly protein 1-like 1
1426474_at	0.938321	8.90e-01	0.04149333	Atpaf2	ATP synthase mitochondrial F1 complex assembly factor 2
1428244_at	0.938377	8.90e-01	-0.08352333	Larp1	La ribonucleoprotein domain family, member 1
1445687_at	0.938382	8.90e-01	-0.02743333	Milr1	mast cell immunoglobulin like receptor 1
1444892_at	0.938382	8.90e-01	0.02460333	Nup160	nucleoporin 160
1453292_at	0.938382	8.90e-01	0.03419667	4921501E09Rik	RIKEN cDNA 4921501E09 gene
1457787_at	0.938382	8.90e-01	0.02179		
1430023_at	0.938409	8.90e-01	-0.04757	Spata24	spermatogenesis associated 24
1441595_at	0.938409	8.90e-01	0.03574333		
1420012_at	0.938435	8.90e-01	-0.0805	Xbp1	X-box binding protein 1
1442171_at	0.93845	8.90e-01	-0.03573333	Prpf40a	pre-mRNA processing factor 40A
1434346_at	0.938487	8.90e-01	-0.02114333	Rufy2	RUN and FYVE domain-containing 2
1427233_at	0.938487	8.90e-01	0.15829	Tshz1	teashirt zinc finger family member 1
1424714_at	0.938487	8.90e-01	0.03087	Aldoc	aldolase C, fructose-bisphosphate
1440785_at	0.938487	8.91e-01	-0.02652667	Rxfp1	relaxin/insulin-like family peptide receptor 1
1451723_at	0.9387	8.91e-01	-0.08547333	Cnot6l	CCR4-NOT transcription complex, subunit 6-like
1427428_at	0.938703	8.91e-01	0.02831	Clec4g	C-type lectin domain family 4, member g
1458007_at	0.938739	8.91e-01	-0.02110333	Myo1b	myosin IB
1458752_at	0.938739	8.91e-01	-0.0374		
1445949_at	0.938759	8.91e-01	0.02527333		
1430984_at	0.938934	8.91e-01	0.03492667	Azin1	antizyme inhibitor 1
1443108_at	0.938934	8.91e-01	-0.02595667	Zfp800	zinc finger protein 800
1447680_at	0.938934	8.91e-01	0.023		
1417344_at	0.938934	8.91e-01	0.14239667	Emc7	ER membrane protein complex subunit 7
1458612_at	0.938934	8.91e-01	-0.02459667	A930006A01Rik	RIKEN cDNA A930006A01 gene
1443758_at	0.939093	8.91e-01	-0.02130667	Wdr18	WD repeat domain 18
1419453_at	0.939131	8.91e-01	0.02484333	Uchl5	ubiquitin carboxyl-terminal esterase L5
1454374_at	0.939189	8.91e-01	0.02097333	Cd302	CD302 antigen
1440366_at	0.939218	8.92e-01	0.02312667		
1443263_at	0.939218	8.92e-01	0.04575		
1425983_x_at	0.939218	8.92e-01	0.03219	Hipk2	homeodomain interacting protein kinase 2
AFFX-r2-P1-cre-3_at	0.939218	8.92e-01	-0.01936667		
1458062_at	0.939218	8.92e-01	0.03538333		
1425205_at	0.939218	8.92e-01	-0.02883667	Ddx19b	DEAD (Asp-Glu-Ala-Asp) box polypeptide 19b
1447091_at	0.939218	8.92e-01	-0.02100667		
1417603_at	0.939218	8.92e-01	0.06205333	Per2	period circadian clock 2
1443412_s_at	0.939218	8.92e-01	-0.0324	Mmp16	matrix metallopeptidase 16
1418115_s_at	0.93926	8.92e-01	-0.07535333	Tor1aip2	torsin A interacting protein 2
1451209_at	0.939341	8.92e-01	0.11440667	Cers5	ceramide synthase 5
1419489_at	0.939341	8.92e-01	0.02950667	Fam19a5	family with sequence similarity 19, member A5
1441337_at	0.939341	8.92e-01	0.03210667		
1434606_at	0.939341	8.92e-01	0.03097	Erbb3	erb-b2 receptor tyrosine kinase 3
1435332_at	0.939406	8.92e-01	-0.03877	Htr7	5-hydroxytryptamine (serotonin) receptor 7
1460685_at	0.939412	8.92e-01	0.03324	Timm17b	translocase of inner mitochondrial membrane 17b
1418729_at	0.939439	8.92e-01	-0.03141333	Star	steroidogenic acute regulatory protein
1452292_at	0.939505	8.92e-01	0.04683333	Ap2b1	adaptor-related protein complex 2, beta 1 subunit
1437210_a_at	0.939876	8.92e-01	0.15009333	Brd2	bromodomain containing 2
1454576_at	0.939876	8.93e-01	-0.05466	A230102O21Rik	RIKEN cDNA A230102O21 gene
1439523_at	0.939876	8.93e-01	-0.03776333	Bend4	BEN domain containing 4
1421687_at	0.939876	8.93e-01	-0.02076667	Msmb	beta-microseminoprotein
1424270_at	0.940018	8.93e-01	0.02237333	Dclk1	doublecortin-like kinase 1
1454054_at	0.940018	8.93e-01	0.02386	4930459I23Rik	RIKEN cDNA 4930459I23 gene
1446645_at	0.940018	8.93e-01	-0.02039667	Ccdc169	coiled-coil domain containing 169
1438459_x_at	0.940027	8.93e-01	0.08906667	Sfpq	splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated)
1418835_at	0.940054	8.93e-01	-0.10034667	Phlda1	pleckstrin homology like domain, family A, member 1
1430525_at	0.940099	8.93e-01	-0.05848333	2310001K24Rik	RIKEN cDNA 2310001K24 gene
1454803_a_at	0.940182	8.93e-01	0.02131667	Hdac11	histone deacetylase 11
1435872_at	0.940182	8.93e-01	0.05626667		
1437267_x_at	0.940213	8.93e-01	-0.04826667	Hnrnph1	heterogeneous nuclear ribonucleoprotein H1
1436299_at	0.940213	8.93e-01	-0.08911333	Gls	glutaminase
1448617_at	0.940262	8.93e-01	0.0458	Cd53	CD53 antigen
1454110_at	0.940279	8.93e-01	0.02936	4930408K08Rik	RIKEN cDNA 4930408K08 gene
1431027_at	0.940279	8.93e-01	-0.03455667	2810455O05Rik	RIKEN cDNA 2810455O05 gene
1447916_at	0.94028	8.93e-01	-0.05349		
1443921_at	0.940337	8.93e-01	0.03250667	Ranbp3l	RAN binding protein 3-like
1458142_at	0.940361	8.93e-01	0.02013667	Zdhhc9	zinc finger, DHHC domain containing 9
1450762_s_at	0.940396	8.93e-01	-0.08934333	Zfp24	zinc finger protein 24
1444928_at	0.940396	8.93e-01	-0.04147333		
1445046_at	0.940397	8.93e-01	0.02444333	D8Ertd317e	DNA segment, Chr 8, ERATO Doi 317, expressed
1437844_x_at	0.940409	8.93e-01	-0.02565667	LOC102641618///Cog1	conserved oligomeric Golgi complex subunit 1-like///component of oligomeric golgi complex 1
1425411_at	0.940409	8.93e-01	-0.02978667	Arl4a	ADP-ribosylation factor-like 4A
1443601_at	0.940491	8.94e-01	0.02558333	Gm12888	predicted gene 12888
1446740_at	0.940492	8.94e-01	0.05829333		
1419900_at	0.940492	8.94e-01	-0.11543333	Man2c1os	mannosidase, alpha, class 2C, member 1, opposite strand
1436728_s_at	0.940492	8.94e-01	-0.02605	Rtel1	regulator of telomere elongation helicase 1
1436062_at	0.940528	8.94e-01	-0.081	Arcn1	archain 1
1427508_at	0.940528	8.94e-01	0.02393667	Arsi	arylsulfatase i
1421782_a_at	0.940725	8.94e-01	0.05629	Smr2	submaxillary gland androgen regulated protein 2
1455650_at	0.940725	8.94e-01	0.02215667		
1436034_at	0.940725	8.94e-01	0.12536667	Cep68	centrosomal protein 68
1419768_at	0.940725	8.94e-01	0.02286667	Cd22	CD22 antigen
1431309_at	0.940725	8.94e-01	0.02870667	Ttll10	tubulin tyrosine ligase-like family, member 10
1452623_at	0.940725	8.94e-01	0.02684	Zfp759	zinc finger protein 759
1420936_s_at	0.940725	8.94e-01	0.02698	Cpsf2	cleavage and polyadenylation specific factor 2
1422690_at	0.940725	8.94e-01	0.05345333	Sptlc1	serine palmitoyltransferase, long chain base subunit 1
1453078_at	0.940908	8.94e-01	-0.0207	Chmp1b///2610002M06Rik	charged multivesicular body protein 1B///RIKEN cDNA 2610002M06 gene
1456651_a_at	0.940994	8.94e-01	-0.09598667	Tpr	translocated promoter region, nuclear basket protein
1454889_x_at	0.941044	8.94e-01	0.04080667	Tmcc3	transmembrane and coiled coil domains 3
1439520_at	0.941044	8.94e-01	-0.04370333	Dtl	denticleless E3 ubiquitin protein ligase
1446001_at	0.941044	8.95e-01	-0.02027		
1442524_at	0.941044	8.95e-01	0.05026667		
1438271_at	0.941044	8.95e-01	-0.11724667	Lpp	LIM domain containing preferred translocation partner in lipoma
1436288_at	0.941044	8.95e-01	-0.02367333	Wfdc15a	WAP four-disulfide core domain 15A
1446705_at	0.941056	8.95e-01	0.02622		
1442110_at	0.941149	8.95e-01	0.01867333	Smyd3	SET and MYND domain containing 3
1456322_at	0.941368	8.95e-01	-0.01874667	Gas1	growth arrest specific 1
1425832_a_at	0.94143	8.95e-01	0.02907667	Cxcr6	chemokine (C-X-C motif) receptor 6
1454621_s_at	0.941478	8.95e-01	0.02638667	Fam73b	family with sequence similarity 73, member B
1444521_at	0.94159	8.95e-01	0.08158	Pigl	phosphatidylinositol glycan anchor biosynthesis, class L
1455637_x_at	0.94168	8.95e-01	0.02131667	B230307C23Rik	RIKEN cDNA B230307C23 gene
1450221_at	0.941776	8.95e-01	0.02363667	4933417A18Rik	RIKEN cDNA 4933417A18 gene
1420512_at	0.941776	8.95e-01	0.02098667	Dkk2	dickkopf WNT signaling pathway inhibitor 2
1452900_at	0.941799	8.95e-01	0.02644667	Dgcr6	DiGeorge syndrome critical region gene 6
1416622_at	0.941891	8.96e-01	0.06408667	Wbscr16	Williams-Beuren syndrome chromosome region 16 homolog (human)
1453557_at	0.941891	8.96e-01	-0.03351333	4930562F07Rik	RIKEN cDNA 4930562F07 gene
1443430_at	0.941891	8.96e-01	-0.10882		
1446199_at	0.941891	8.96e-01	0.02135	Rgs20	regulator of G-protein signaling 20
1443535_at	0.941908	8.96e-01	-0.06072333	Rabgap1	RAB GTPase activating protein 1
1458557_at	0.941908	8.96e-01	-0.02201	Bcas3	breast carcinoma amplified sequence 3
1457542_at	0.941908	8.96e-01	-0.0283	Nup133	nucleoporin 133
1452933_at	0.941908	8.96e-01	0.02503	Ankrd39	ankyrin repeat domain 39
1454662_at	0.941908	8.96e-01	-0.0282	Fam109a	family with sequence similarity 109, member A
1444599_at	0.941984	8.96e-01	0.1272	Herc4	hect domain and RLD 4
1440144_x_at	0.941984	8.96e-01	-0.0403	Sfi1	Sfi1 homolog, spindle assembly associated (yeast)
1423837_at	0.942132	8.96e-01	0.03229	Ist1	increased sodium tolerance 1 homolog (yeast)
1446648_at	0.942132	8.96e-01	-0.02759667		
1425709_at	0.942132	8.96e-01	0.02548	Rnf17	ring finger protein 17
1429894_a_at	0.942134	8.96e-01	0.03767	Map7	microtubule-associated protein 7
1457384_at	0.94216	8.96e-01	0.03532		
1424891_a_at	0.942216	8.96e-01	-0.06476	Zw10	zw10 kinetochore protein
1430316_at	0.942274	8.96e-01	-0.03162	Ispd	isoprenoid synthase domain containing
1446311_at	0.942274	8.96e-01	0.02197333	Esyt1	extended synaptotagmin-like protein 1
1429638_at	0.942274	8.96e-01	0.03256333	Wrnip1	Werner helicase interacting protein 1
1437012_x_at	0.942274	8.96e-01	0.08364333	Rapgef3	Rap guanine nucleotide exchange factor (GEF) 3
1452945_at	0.942279	8.96e-01	0.03410333	Zfp157	zinc finger protein 157
1440471_x_at	0.942418	8.97e-01	-0.02045		
1422292_at	0.942514	8.97e-01	-0.02043	A030005K14Rik	RIKEN cDNA A030005K14 gene
1426396_at	0.942514	8.97e-01	0.03159	Cd247	CD247 antigen
1448609_at	0.942514	8.97e-01	0.02716667	Tst	thiosulfate sulfurtransferase, mitochondrial
1444188_at	0.942524	8.97e-01	-0.03940333		
1448879_at	0.942524	8.97e-01	-0.12936333	Gm10015///Gm10705///Gm10145///Gm5858///Ube2l3	ubiquitin-conjugating enzyme E2 L3-like///predicted gene 10705///predicted gene 10145///predicted gene 5858///ubiquitin-conjugating enzyme E2L 3
1437432_a_at	0.942633	8.97e-01	-0.05277667	Trim12a	tripartite motif-containing 12A
1426953_at	0.942633	8.97e-01	-0.04066	Hmgxb4	HMG box domain containing 4
1424090_at	0.942633	8.97e-01	-0.02674667	Sdcbp2	syndecan binding protein (syntenin) 2
1425278_at	0.94268	8.97e-01	0.023	Ube4a	ubiquitination factor E4A
1454000_s_at	0.94268	8.97e-01	0.02396333	Ccdc173	coiled-coil domain containing 173
1444313_at	0.942885	8.97e-01	-0.03877667		
1457834_at	0.942906	8.97e-01	-0.03152	Yy1	YY1 transcription factor
1439672_at	0.942948	8.97e-01	0.03463667		
1432050_at	0.942957	8.97e-01	-0.02694	4930571B16Rik	RIKEN cDNA 4930571B16 gene
1423787_at	0.942981	8.97e-01	-0.03504333	Nup133	nucleoporin 133
1445099_at	0.942981	8.97e-01	0.02268		
1453649_at	0.942981	8.97e-01	0.01906667	Zfp607b	zinc finger protein 607B
1434453_at	0.942999	8.97e-01	0.05310667	Polr3a	polymerase (RNA) III (DNA directed) polypeptide A
1457296_at	0.943005	8.98e-01	0.02186	Cilp	cartilage intermediate layer protein, nucleotide pyrophosphohydrolase
1436163_at	0.943005	8.98e-01	-0.02557333	Kcnj16	potassium inwardly-rectifying channel, subfamily J, member 16
1421276_a_at	0.943005	8.98e-01	-0.02880333	Dst	dystonin
1441252_at	0.943008	8.98e-01	-0.03192333	2010001A14Rik	RIKEN cDNA 2010001A14 gene
1438392_at	0.943008	8.98e-01	0.04375667		
1420557_at	0.943058	8.98e-01	-0.04136	Epha5	Eph receptor A5
1449197_at	0.943058	8.98e-01	-0.02032333	Wdr20	WD repeat domain 20
1453992_at	0.943077	8.98e-01	-0.03184333	Zpbp	zona pellucida binding protein
1426427_at	0.943179	8.98e-01	-0.02848333	Ttll1	tubulin tyrosine ligase-like 1
1429119_at	0.943179	8.98e-01	-0.08338667	Iah1	isoamyl acetate-hydrolyzing esterase 1 homolog
1433579_at	0.943179	8.98e-01	0.03006	Tmem30b	transmembrane protein 30B
1452323_at	0.943189	8.98e-01	0.03435667	Spryd3	SPRY domain containing 3
1426841_at	0.943189	8.98e-01	0.11386333	Ythdf3	YTH domain family 3
1420236_at	0.943227	8.98e-01	0.03080667		
1447391_at	0.943227	8.98e-01	0.0235		
1437433_at	0.943227	8.98e-01	-0.04459333	B3galt2	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2
1423781_at	0.943227	8.98e-01	-0.12601333	Nae1	NEDD8 activating enzyme E1 subunit 1
1459062_x_at	0.94325	8.98e-01	-0.01847333		
1447063_at	0.94325	8.98e-01	-0.02523667	1700017B05Rik	RIKEN cDNA 1700017B05 gene
1433219_at	0.94339	8.98e-01	0.03975	6720482G16Rik	RIKEN cDNA 6720482G16 gene
1433859_at	0.943494	8.98e-01	0.03345667	Ino80c	INO80 complex subunit C
